"H_vulgarisAEP","Orthogroup","Ortholog","EnsemblID","EnsemblLongName","genBankAnnotation","PANTHER_ID","PANTHER_NAME","PFAM_ID","PFAM_NAME","UniprotHit"
"HVAEP1_T014718.1","OG0005004","NOSIP","ENSG00000142546","nitric oxide synthase interacting protein",NA,"PTHR13063","ENOS INTERACTING PROTEIN","PF15906; PF04641","Zinc-finger of nitric oxide synthase-interacting protein; Rtf2 RING-finger","NOSIP_XENTR;Nitric_oxide_synthase-interacting_protein"
"HVAEP1_T014720.1","OG0000007","ZMYM1","ENSG00000197056","zinc finger MYM-type containing 1",NA,"PTHR45749:SF9","AC-LIKE TRANSPOSASE","PF05699","hAT family C-terminal dimerisation region",NA
"HVAEP1_T014722.1","OG0000067","FOXJ1","ENSG00000129654","forkhead box J1",NA,"PTHR45881:SF2","FORKHEAD BOX PROTEIN J1.2","PF00250","Forkhead domain","FOXJ1_HUMAN;Forkhead_box_protein_J1"
"HVAEP1_T014723.1","OG0002618","Ube2i","ENSMUSG00000015120","ubiquitin-conjugating enzyme E2I",NA,"PTHR24067:SF280","SUMO-CONJUGATING ENZYME UBC9","PF00179","Ubiquitin-conjugating enzyme","UBC9_CHICK;SUMO-conjugating_enzyme_UBC9"
"HVAEP1_T014725.1","OG0000007","ZMYM1","ENSG00000197056","zinc finger MYM-type containing 1",NA,NA,NA,"PF14291","Domain of unknown function (DUF4371)","ZMYM1_HUMAN;Zinc_finger_MYM-type_protein_1"
"HVAEP1_T014726.2",NA,NA,NA,NA,NA,"PTHR24412:SF135","KELCH-LIKE PROTEIN 5","PF07707; PF00651; PF01344","BTB And C-terminal Kelch; BTB/POZ domain; Kelch motif","KLHDB_DROER;Kelch-like_protein_diablo"
"HVAEP1_T014727.1",NA,NA,NA,NA,NA,NA,NA,"PF02338","OTU-like cysteine protease","OTU6_ARATH;OVARIAN_TUMOR_DOMAIN-containing_deubiquitinating_enzyme_6"
"HVAEP1_T014728.1","OG0004220","LIAS","ENSG00000121897","lipoic acid synthetase",NA,"PTHR10949:SF0","LIPOYL SYNTHASE, MITOCHONDRIAL","PF16881; PF04055","N-terminal domain of lipoyl synthase of Radical_SAM family; Radical SAM superfamily","LIAS_BOVIN;Lipoyl_synthase,_mitochondrial"
"HVAEP1_T014729.1",NA,NA,NA,NA,NA,"PTHR43605:SF7","ACYL-COENZYME A SYNTHETASE ACSM3, MITOCHONDRIAL","PF00501; PF13193","AMP-binding enzyme; AMP-binding enzyme C-terminal domain","ACSM3_MOUSE;Acyl-coenzyme_A_synthetase_ACSM3,_mitochondrial"
"HVAEP1_T014730.1","OG0004001","RPS2","ENSG00000140988","ribosomal protein S2",NA,"PTHR13718:SF93","40S RIBOSOMAL PROTEIN S2","PF00333; PF03719","Ribosomal protein S5, N-terminal domain; Ribosomal protein S5, C-terminal domain","RS2_URECA;40S_ribosomal_protein_S2"
"HVAEP1_T014731.2","OG0001669","RHBDF2, RHBDF1","ENSG00000129667, ENSG00000007384","rhomboid 5 homolog 1, rhomboid 5 homolog 2",NA,"PTHR45965","INACTIVE RHOMBOID PROTEIN","PF01694","Rhomboid family","RHDF1_MOUSE;Inactive_rhomboid_protein_1"
"HVAEP1_T014732.2","OG0006816","RNASEH2C","ENSG00000172922","ribonuclease H2 subunit C",NA,"PTHR47204","OS02G0168900 PROTEIN","PF08615","Ribonuclease H2 non-catalytic subunit (Ylr154p-like)","RNH2C_MOUSE;Ribonuclease_H2_subunit_C"
"HVAEP1_T014734.1","OG0005438","MRPL12","ENSG00000262814","mitochondrial ribosomal protein L12",NA,"PTHR45987:SF4","39S RIBOSOMAL PROTEIN L12, MITOCHONDRIAL","PF00542; PF16320","Ribosomal protein L7/L12 C-terminal domain; Ribosomal protein L7/L12 dimerisation domain","RM12_BOVIN;39S_ribosomal_protein_L12,_mitochondrial"
"HVAEP1_T014735.1","OG0006715","MRGBP","ENSG00000101189","MRG domain binding protein",NA,"PTHR13581:SF5","MRG/MORF4L-BINDING PROTEIN","PF07904","Chromatin modification-related protein EAF7","MRGBP_HUMAN;MRG/MORF4L-binding_protein"
"HVAEP1_T014736.1","OG0003627","EME1, EME2","ENSG00000154920, ENSG00000197774","essential meiotic structure-specific endonuclease subunit 2, essential meiotic structure-specific endonuclease 1",NA,"PTHR21077","EME1 PROTEIN","PF02732","ERCC4 domain","EME1_HUMAN;Crossover_junction_endonuclease_EME1"
"HVAEP1_T014737.1","OG0003541","RHBDD1","ENSG00000144468","rhomboid domain containing 1",NA,"PTHR43066:SF14","RHOMBOID-RELATED PROTEIN 4","PF01694","Rhomboid family","RHBL4_HUMAN;Rhomboid-related_protein_4"
"HVAEP1_T014738.1","OG0003599","PDXDC1, PDXDC1","ENSG00000275498, ENSG00000179889","pyridoxal dependent decarboxylase domain containing 1",NA,"PTHR42735:SF1","PYRIDOXAL-DEPENDENT DECARBOXYLASE DOMAIN-CONTAINING PROTEIN 1","PF00282","Pyridoxal-dependent decarboxylase conserved domain","PDXD1_XENLA;Pyridoxal-dependent_decarboxylase_domain-containing_protein_1"
"HVAEP1_T014739.1","OG0004266","EIF3B","ENSG00000106263","eukaryotic translation initiation factor 3 subunit B",NA,"PTHR14068:SF0","EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT B","PF00076; PF08662","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); Eukaryotic translation initiation factor eIF2A","EIF3B_RAT;Eukaryotic_translation_initiation_factor_3_subunit_B"
"HVAEP1_T014740.1","OG0003157","GGA3, GGA1, GGA2","ENSG00000125447, ENSG00000100083, ENSG00000103365","golgi associated, gamma adaptin ear containing, ARF binding protein 1, golgi associated, gamma adaptin ear containing, ARF binding protein 2, golgi associated, gamma adaptin ear containing, ARF binding protein 3",NA,"PTHR45905","GOLGI-LOCALIZED, GAMMA-ADAPTIN EAR CONTAINING, ARF BINDING PROTEIN","PF00790; PF02883; PF03127; PF18308","VHS domain; Adaptin C-terminal domain; GAT domain; GGA N-GAT domain","GGA3_RAT;ADP-ribosylation_factor-binding_protein_GGA3"
"HVAEP1_T014741.1","OG0003157","GGA3, GGA1, GGA2","ENSG00000125447, ENSG00000100083, ENSG00000103365","golgi associated, gamma adaptin ear containing, ARF binding protein 1, golgi associated, gamma adaptin ear containing, ARF binding protein 2, golgi associated, gamma adaptin ear containing, ARF binding protein 3",NA,"PTHR45905","GOLGI-LOCALIZED, GAMMA-ADAPTIN EAR CONTAINING, ARF BINDING PROTEIN","PF03127; PF00790; PF18308","GAT domain; VHS domain; GGA N-GAT domain","GGA1_HUMAN;ADP-ribosylation_factor-binding_protein_GGA1"
"HVAEP1_T014742.1","OG0000265","GNA13, GNA12","ENSG00000120063, ENSG00000146535","G protein subunit alpha 12, G protein subunit alpha 13","AB006540.1; hyGa-2 for G protein a subunit 2","PTHR10218:SF205","GUANINE NUCLEOTIDE-BINDING PROTEIN SUBUNIT ALPHA HOMOLOG","PF00503","G-protein alpha subunit","GNA12_MOUSE;Guanine_nucleotide-binding_protein_subunit_alpha-12"
"HVAEP1_T014743.1","OG0006584","TFPT, TFPT, TFPT, TFPT, TFPT, TFPT, TFPT, TFPT, TFPT, TFPT","ENSG00000276296, ENSG00000274073, ENSG00000276323, ENSG00000278161, ENSG00000276022, ENSG00000276504, ENSG00000276263, ENSG00000273833, ENSG00000275086, ENSG00000105619","TCF3 fusion partner",NA,"PTHR46040:SF3","HIGH MOBILITY GROUP PROTEIN 2","PF00505","HMG (high mobility group) box","NHP6_DEBHA;Non-histone_chromosomal_protein_6"
"HVAEP1_T014744.1","OG0006044","MRPS7","ENSG00000125445","mitochondrial ribosomal protein S7",NA,"PTHR11205:SF19","28S RIBOSOMAL PROTEIN S7, MITOCHONDRIAL","PF00177","Ribosomal protein S7p/S5e","RT07_XENLA;28S_ribosomal_protein_S7,_mitochondrial"
"HVAEP1_T014745.1","OG0001968","IMMP2L","ENSG00000184903","inner mitochondrial membrane peptidase subunit 2",NA,"PTHR46041","MITOCHONDRIAL INNER MEMBRANE PROTEASE SUBUNIT 2","PF10502","Signal peptidase, peptidase S26","IMP2L_DANRE;Mitochondrial_inner_membrane_protease_subunit_2"
"HVAEP1_T014748.1","OG0006478","UBALD2, UBALD1","ENSG00000185262, ENSG00000153443","UBA like domain containing 1, UBA like domain containing 2",NA,"PTHR31993","UBA-LIKE DOMAIN-CONTAINING PROTEIN 2","PF14555","UBA-like domain","UBAD2_HUMAN;UBA-like_domain-containing_protein_2"
"HVAEP1_T014752.3",NA,NA,NA,NA,NA,"PTHR13020:SF25","PROTEIN GAWKY","PF00076; PF00226","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); DnaJ domain","DNAJ_CHLTE;Chaperone_protein_DnaJ"
"HVAEP1_T014753.1","OG0002563","BTAF1","ENSG00000095564","B-TFIID TATA-box binding protein associated factor 1",NA,"PTHR36498","TATA-BINDING PROTEIN-ASSOCIATED FACTOR 172","PF00176; PF00271; PF12054","SNF2 family N-terminal domain; Helicase conserved C-terminal domain; Domain of unknown function (DUF3535)","BTAF1_HUMAN;TATA-binding_protein-associated_factor_172"
"HVAEP1_T014755.1","OG0000510","TMC7, TMC4, TMC4, TMC4, TMC4, TMC4, TMC4, TMC4, TMC4, TMC4, TMC4, TMC8","ENSG00000170537, ENSG00000277996, ENSG00000276260, ENSG00000278363, ENSG00000273722, ENSG00000274905, ENSG00000277667, ENSG00000274873, ENSG00000167608, ENSG00000274384, ENSG00000277789, ENSG00000167895","transmembrane channel like 4, transmembrane channel like 7, transmembrane channel like 8",NA,"PTHR23302:SF24","TRANSMEMBRANE CHANNEL-LIKE PROTEIN 7","PF07810","TMC domain","TMC7_MOUSE;Transmembrane_channel-like_protein_7"
"HVAEP1_T014757.1","OG0007640","C7orf50","ENSG00000146540","chromosome 7 open reading frame 50",NA,"PTHR22306","UNCHARACTERIZED","PF10180","WKF domain","CG050_RAT;Uncharacterized_protein_C7orf50_homolog"
"HVAEP1_T014758.1","OG0006692","LAMTOR2","ENSG00000116586","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",NA,"PTHR13323:SF4","RAGULATOR COMPLEX PROTEIN LAMTOR2","PF03259","Roadblock/LC7 domain","LTR2B_XENLA;Ragulator_complex_protein_LAMTOR2-B"
"HVAEP1_T014760.1",NA,NA,NA,NA,NA,"PTHR10773:SF12","DNA-DIRECTED RNA POLYMERASES I, II, AND III SUBUNIT RPABC2",NA,NA,NA
"HVAEP1_T014765.1","OG0001385","USP36, USP42, USP17L4, USP17L4, USP17L8, USP17L1, USP17L3, USP17L3, USP17L2, USP17L2, USP17L7, USP17L7, USP17L10, USP17L13, USP17L17, USP17L22, USP17L20, USP17L12, USP17L21, USP17L24, USP17L25, USP17L26, USP17L27, USP17L28, USP17L29, USP17L30, USP17L5, USP17L19, USP17L11, USP17L18, USP17L15, USP17L23","ENSG00000055483, ENSG00000106346, ENSG00000284781, ENSG00000236125, ENSG00000237038, ENSG00000230549, ENSG00000284806, ENSG00000225327, ENSG00000284990, ENSG00000223443, ENSG00000285497, ENSG00000226430, ENSG00000231396, ENSG00000232399, ENSG00000249104, ENSG00000248933, ENSG00000250745, ENSG00000227551, ENSG00000249811, ENSG00000232264, ENSG00000230430, ENSG00000229579, ENSG00000235780, ENSG00000231051, ENSG00000231637, ENSG00000228856, ENSG00000227140, ENSG00000248920, ENSG00000233136, ENSG00000250844, ENSG00000223569, ENSG00000250913","ubiquitin specific peptidase 17 like family member 8, ubiquitin specific peptidase 17 like family member 4, ubiquitin specific peptidase 17 like family member 3, ubiquitin specific peptidase 17 like family member 7, ubiquitin specific peptidase 17 like family member 2, ubiquitin specific peptidase 17 like family member 1, ubiquitin specific peptidase 42, ubiquitin specific peptidase 17 like family member 10, ubiquitin specific peptidase 17 like family member 11, ubiquitin specific peptidase 17 like family member 12, ubiquitin specific peptidase 17 like family member 13, ubiquitin specific peptidase 17 like family member 17, ubiquitin specific peptidase 17 like family member 18, , ubiquitin specific peptidase 17 like family member 5, ubiquitin specific peptidase 17 like family member 27, ubiquitin specific peptidase 17 like family member 28, ubiquitin specific peptidase 17 like family member 29, ubiquitin specific peptidase 17 like family member 30, ubiquitin specific peptidase 17 like family member 20, ubiquitin specific peptidase 17 like family member 21, ubiquitin specific peptidase 17 like family member 22, ubiquitin specific peptidase 17 like family member 24, ubiquitin specific peptidase 17 like family member 25, ubiquitin specific peptidase 17 like family member 26, ubiquitin specific peptidase 17 like family member 19, ubiquitin specific peptidase 17 like family member 15, ubiquitin specific peptidase 36",NA,"PTHR24006:SF727","UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 42","PF00443","Ubiquitin carboxyl-terminal hydrolase","UBP42_RAT;Ubiquitin_carboxyl-terminal_hydrolase_42"
"HVAEP1_T014768.1","OG0001385","USP36, USP42, USP17L4, USP17L4, USP17L8, USP17L1, USP17L3, USP17L3, USP17L2, USP17L2, USP17L7, USP17L7, USP17L10, USP17L13, USP17L17, USP17L22, USP17L20, USP17L12, USP17L21, USP17L24, USP17L25, USP17L26, USP17L27, USP17L28, USP17L29, USP17L30, USP17L5, USP17L19, USP17L11, USP17L18, USP17L15, USP17L23","ENSG00000055483, ENSG00000106346, ENSG00000284781, ENSG00000236125, ENSG00000237038, ENSG00000230549, ENSG00000284806, ENSG00000225327, ENSG00000284990, ENSG00000223443, ENSG00000285497, ENSG00000226430, ENSG00000231396, ENSG00000232399, ENSG00000249104, ENSG00000248933, ENSG00000250745, ENSG00000227551, ENSG00000249811, ENSG00000232264, ENSG00000230430, ENSG00000229579, ENSG00000235780, ENSG00000231051, ENSG00000231637, ENSG00000228856, ENSG00000227140, ENSG00000248920, ENSG00000233136, ENSG00000250844, ENSG00000223569, ENSG00000250913","ubiquitin specific peptidase 17 like family member 8, ubiquitin specific peptidase 17 like family member 4, ubiquitin specific peptidase 17 like family member 3, ubiquitin specific peptidase 17 like family member 7, ubiquitin specific peptidase 17 like family member 2, ubiquitin specific peptidase 17 like family member 1, ubiquitin specific peptidase 42, ubiquitin specific peptidase 17 like family member 10, ubiquitin specific peptidase 17 like family member 11, ubiquitin specific peptidase 17 like family member 12, ubiquitin specific peptidase 17 like family member 13, ubiquitin specific peptidase 17 like family member 17, ubiquitin specific peptidase 17 like family member 18, , ubiquitin specific peptidase 17 like family member 5, ubiquitin specific peptidase 17 like family member 27, ubiquitin specific peptidase 17 like family member 28, ubiquitin specific peptidase 17 like family member 29, ubiquitin specific peptidase 17 like family member 30, ubiquitin specific peptidase 17 like family member 20, ubiquitin specific peptidase 17 like family member 21, ubiquitin specific peptidase 17 like family member 22, ubiquitin specific peptidase 17 like family member 24, ubiquitin specific peptidase 17 like family member 25, ubiquitin specific peptidase 17 like family member 26, ubiquitin specific peptidase 17 like family member 19, ubiquitin specific peptidase 17 like family member 15, ubiquitin specific peptidase 36",NA,"PTHR24006:SF727","UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 42","PF00443","Ubiquitin carboxyl-terminal hydrolase","UBP36_MOUSE;Ubiquitin_carboxyl-terminal_hydrolase_36"
"HVAEP1_T014774.1",NA,NA,NA,NA,"DQ286057.1; myosin heavy chain","PTHR45615:SF26","MYOSIN-15","PF01576; PF00063; PF02736","Myosin tail; Myosin head (motor domain); Myosin N-terminal SH3-like domain","MYS_ARGIR;Myosin_heavy_chain,_striated_muscle"
"HVAEP1_T014775.1","OG0005106","STX8","ENSG00000170310","syntaxin 8",NA,"PTHR19957:SF322","SYNTAXIN-8",NA,NA,"STX8_HUMAN;Syntaxin-8"
"HVAEP1_T014777.1","OG0002974","CCDC40","ENSG00000141519","coiled-coil domain containing 40",NA,"PTHR16275","COILED-COIL DOMAIN-CONTAINING PROTEIN 40","PF08647","BRE1 E3 ubiquitin ligase","CCD40_HUMAN;Coiled-coil_domain-containing_protein_40"
"HVAEP1_T014778.1","OG0004591","EIF3L","ENSG00000100129","eukaryotic translation initiation factor 3 subunit L",NA,"PTHR13242:SF0","EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT L","PF10255","RNA polymerase I-associated factor PAF67","EIF3L_NEMVE;Eukaryotic_translation_initiation_factor_3_subunit_L"
"HVAEP1_T014779.1","OG0004144","FDXR","ENSG00000161513","ferredoxin reductase",NA,"PTHR11938:SF91","NADPH:ADRENODOXIN OXIDOREDUCTASE, MITOCHONDRIAL","PF07992","Pyridine nucleotide-disulphide oxidoreductase","ADRO_MOUSE;NADPH:adrenodoxin_oxidoreductase,_mitochondrial"
"HVAEP1_T014780.1","OG0001647","NAA60","ENSG00000122390","N-alpha-acetyltransferase 60, NatF catalytic subunit",NA,"PTHR14744","N-ALPHA-ACETYLTRANSFERASE 60","PF00583","Acetyltransferase (GNAT) family","NAA60_DANRE;N-alpha-acetyltransferase_60"
"HVAEP1_T014781.1",NA,NA,NA,NA,NA,"PTHR10980:SF8","RHO GDP-DISSOCIATION INHIBITOR 3","PF02115","RHO protein GDP dissociation inhibitor","GDIR1_HUMAN;Rho_GDP-dissociation_inhibitor_1"
"HVAEP1_T014782.3",NA,NA,NA,NA,NA,"PTHR33936:SF1","PROTEIN CBG17840",NA,NA,NA
"HVAEP1_T014783.1",NA,NA,NA,NA,NA,"PTHR10676:SF257","DYNEIN HEAVY CHAIN 9, AXONEMAL","PF03028; PF17852; PF12774; PF18199; PF17857; PF08393; PF12775; PF08385; PF12780; PF12777; PF12781","Dynein heavy chain region D6 P-loop domain; Dynein heavy chain AAA lid domain; Hydrolytic ATP binding site of dynein motor region; Dynein heavy chain C-terminal domain; AAA+ lid domain; Dynein heavy chain, N-terminal region 2; P-loop containing dynein motor region; Dynein heavy chain, N-terminal region 1; P-loop containing dynein motor region D4; Microtubule-binding stalk of dynein motor; ATP-binding dynein motor region","DYHC_TRIGR;Dynein_beta_chain,_ciliary"
"HVAEP1_T014787.1","OG0004813","GPS1","ENSG00000169727","G protein pathway suppressor 1",NA,"PTHR14145:SF2","COP9 SIGNALOSOME COMPLEX SUBUNIT 1","PF10602; PF01399","26S proteasome subunit RPN7; PCI domain","CSN1_HUMAN;COP9_signalosome_complex_subunit_1"
"HVAEP1_T014789.1","OG0002861","UNKL, UNK","ENSG00000059145, ENSG00000132478","unk like zinc finger, unk zinc finger",NA,"PTHR14493:SF37","E3 UBIQUITIN-PROTEIN LIGASE UNKL-RELATED","PF18384; PF13920","Unkempt Zinc finger domain 1 (Znf1); Zinc finger, C3HC4 type (RING finger)","UNK_MOUSE;RING_finger_protein_unkempt_homolog"
"HVAEP1_T014790.1","OG0003708","ACO2","ENSG00000100412","aconitase 2",NA,"PTHR43160:SF3","ACONITATE HYDRATASE, MITOCHONDRIAL","PF00330; PF00694","Aconitase family (aconitate hydratase); Aconitase C-terminal domain","ACON_CAEEL;Probable_aconitate_hydratase,_mitochondrial"
"HVAEP1_T014794.1","OG0005595","Vps20","FBgn0034744","NA",NA,"PTHR22761:SF5","CHARGED MULTIVESICULAR BODY PROTEIN 6","PF03357","Snf7","CHM6A_XENLA;Charged_multivesicular_body_protein_6-A"
"HVAEP1_T014795.1",NA,NA,NA,NA,NA,NA,NA,"PF00153","Mitochondrial carrier protein","UCPB_DICDI;Mitochondrial_substrate_carrier_family_protein_ucpB"
"HVAEP1_T014796.1",NA,NA,NA,NA,NA,"PTHR45618:SF21","MITOCHONDRIAL SUBSTRATE CARRIER FAMILY PROTEIN UCPB","PF00153","Mitochondrial carrier protein","UCPB_DICDI;Mitochondrial_substrate_carrier_family_protein_ucpB"
"HVAEP1_T014797.1","OG0000057","C10A4.1, K09A11.1, B0545.4","WBGene00015662, WBGene00010704, WBGene00015247","hypothetical protein",NA,"PTHR47611","HAT DIMERISATION DOMAIN, C-TERMINAL","PF05699","hAT family C-terminal dimerisation region","ZBED1_HUMAN;E3_SUMO-protein_ligase_ZBED1"
"HVAEP1_T014798.1","OG0000526","CSNK1E, TPTEP2-CSNK1E, CSNK1D","ENSG00000213923, ENSG00000283900, ENSG00000141551","TPTEP2-CSNK1E readthrough, casein kinase 1 epsilon, casein kinase 1 delta",NA,"PTHR11909:SF409","CASEIN KINASE 1-LIKE PROTEIN 2","PF00069","Protein kinase domain","KC1DA_DANRE;Casein_kinase_I_isoform_delta-A"
"HVAEP1_T014799.1","OG0000494","TXNDC11","ENSG00000153066","thioredoxin domain containing 11",NA,"PTHR46497","THIOREDOXIN DOMAIN-CONTAINING PROTEIN 11","PF00085","Thioredoxin","TXD11_BOVIN;Thioredoxin_domain-containing_protein_11"
"HVAEP1_T014801.1","OG0005497","RSAD1","ENSG00000136444","radical S-adenosyl methionine domain containing 1",NA,"PTHR13932:SF5","RADICAL S-ADENOSYL METHIONINE DOMAIN-CONTAINING PROTEIN 1, MITOCHONDRIAL","PF04055; PF06969","Radical SAM superfamily; HemN C-terminal domain","RSAD1_DANRE;Radical_S-adenosyl_methionine_domain-containing_protein_1,_mitochondrial"
"HVAEP1_T014804.2","OG0000176","AXIN1, AXIN2","ENSG00000103126, ENSG00000168646","axin 1, axin 2",NA,"PTHR46102","AXIN","PF00778; PF00615","DIX domain; Regulator of G protein signaling domain","AXIN1_HUMAN;Axin-1"
"HVAEP1_T014805.1","OG0001236","LUC7L3","ENSG00000108848","LUC7 like 3 pre-mRNA splicing factor",NA,"PTHR12375:SF18","LUC7-LIKE PROTEIN 3","PF03194","LUC7 N_terminus","LC7L3_BOVIN;Luc7-like_protein_3"
"HVAEP1_T014806.1","OG0000579","SEC14L1, SEC14L5","ENSG00000129657, ENSG00000103184","SEC14 like lipid binding 5, SEC14 like lipid binding 1",NA,"PTHR23324:SF66","PROTEIN REAL-TIME","PF04707; PF00650; PF03765","PRELI-like family; CRAL/TRIO domain; CRAL/TRIO, N-terminal domain","S14L5_XENTR;SEC14-like_protein_5"
"HVAEP1_T014807.1","OG0005156","C9orf64","ENSG00000165118","chromosome 9 open reading frame 64",NA,"PTHR21314:SF0","QUEUOSINE SALVAGE PROTEIN","PF10343","Potential Queuosine, Q, salvage protein family","QSPP_NEMVE;Queuosine_salvage_protein"
"HVAEP1_T014808.2","OG0003473","RPS9, RPS9, RPS9, RPS9, RPS9, RPS9, RPS9, RPS9, RPS9, RPS9","ENSG00000278081, ENSG00000274626, ENSG00000274646, ENSG00000274950, ENSG00000277079, ENSG00000278270, ENSG00000277359, ENSG00000274005, ENSG00000275323, ENSG00000170889","ribosomal protein S9","DQ286050.1; ribosomal protein S9","PTHR11831:SF23","40S RIBOSOMAL PROTEIN S9","PF01479; PF00163","S4 domain; Ribosomal protein S4/S9 N-terminal domain","RS9_BOVIN;40S_ribosomal_protein_S9"
"HVAEP1_T014809.1","OG0000778","TBCD","FBgn0027509","NA",NA,"PTHR12658","BETA-TUBULIN COFACTOR D","PF12612","Tubulin folding cofactor D C terminal","TBCD_MOUSE;Tubulin-specific_chaperone_D"
"HVAEP1_T014810.1",NA,NA,NA,NA,NA,"PTHR24060:SF136","METABOTROPIC GLUTAMATE RECEPTOR FAMILY","PF00003","7 transmembrane sweet-taste receptor of 3 GCPR","V2116_MOUSE;Vomeronasal_type-2_receptor_116"
"HVAEP1_T014811.1","OG0006444","KNOP1","ENSG00000103550","lysine rich nucleolar protein 1",NA,"PTHR22426:SF1","LYSINE-RICH NUCLEOLAR PROTEIN 1","PF15477","Small acidic protein family","SMAP_XENLA;Small_acidic_protein"
"HVAEP1_T014812.2",NA,NA,NA,NA,NA,"PTHR24024","PULMONARY SURFACTANT-ASSOCIATED PROTEIN A",NA,NA,NA
"HVAEP1_T014813.1","OG0006153","CCDC166, CCDC166","ENSG00000278749, ENSG00000255181","coiled-coil domain containing 166",NA,NA,NA,"PF14988","Domain of unknown function (DUF4515)","CC166_HUMAN;Coiled-coil_domain-containing_protein_166"
"HVAEP1_T014814.1","OG0001333","CCDC96","ENSG00000173013","coiled-coil domain containing 96",NA,"PTHR15654:SF1","COILED-COIL DOMAIN-CONTAINING PROTEIN 96","PF13870","Domain of unknown function (DUF4201)","CCD96_MACFA;Coiled-coil_domain-containing_protein_96"
"HVAEP1_T014815.2","OG0000023","PKD1","ENSG00000008710","polycystin 1, transient receptor potential channel interacting",NA,NA,NA,"PF02010; PF01477; PF01825","REJ domain; PLAT/LH2 domain; GPCR proteolysis site, GPS, motif","PKD1_MOUSE;Polycystin-1"
"HVAEP1_T014816.1","OG0003291","BDP1, BDP1, BDP1","ENSG00000274803, ENSG00000273873, ENSG00000145734","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",NA,"PTHR22929:SF0","TRANSCRIPTION FACTOR TFIIIB COMPONENT B'' HOMOLOG","PF15963","Myb DNA-binding like","BDP1_HUMAN;Transcription_factor_TFIIIB_component_B''_homolog"
"HVAEP1_T014830.1","OG0001043","aex-2","WBGene00000085","G-protein coupled receptor aex-2",NA,"PTHR24246:SF27","ADENOSINE RECEPTOR HOMOLOG",NA,NA,NA
